trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
205,False,"{'a': 1, 'e': 0.6822212072876135}",25,0,-23.252185025801904,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
206,False,"{'a': 1, 'e': 0.6792911740052072}",30,19,-11.98404046973404,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 1, 'e': 0.6763502720785085}",20,13,14.01773831047503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 1, 'e': 0.6733985485618852}",30,0,-32.915425772606106,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 1, 'e': 0.6704360506828508}",25,0,-85.04945400883497,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 1, 'e': 0.6674628258413081}",20,14,13.267773102401698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 1, 'e': 0.6644789216087912}",20,13,-7.70238966517776,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 1, 'e': 0.661484385727704}",20,0,-68.96793360496761,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
213,False,"{'a': 1, 'e': 0.6584792661105568}",25,0,-68.68714548723231,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 1, 'e': 0.6554636108391995}",30,0,-27.43997102688276,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",1
215,False,"{'a': 1, 'e': 0.6524374681640519}",30,7,-41.130422404184976,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 0}",1
216,False,"{'a': 1, 'e': 0.6494008865033323}",20,8,-56.4440988436316,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
217,False,"{'a': 1, 'e': 0.6463539144422825}",25,0,-178.54613598303678,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
218,False,"{'a': 1, 'e': 0.6432966007323906}",30,12,-14.87446646678346,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
219,False,"{'a': 1, 'e': 0.6402289942906106}",30,12,-9.792824694587729,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 1, 'e': 0.6371511441985802}",30,5,-28.468264912796357,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 1, 'e': 0.6340630997018352}",20,0,-26.355334673096863,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
222,False,"{'a': 1, 'e': 0.6309649102090216}",25,0,-34.26267081403926,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
223,False,"{'a': 1, 'e': 0.6278566252911051}",20,0,-30.42386061100537,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
224,False,"{'a': 1, 'e': 0.6247382946805784}",20,0,-67.64362058004278,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
225,False,"{'a': 1, 'e': 0.6216099682706644}",20,6,-0.6392693667254614,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 1, 'e': 0.6184716961145192}",30,0,-63.859458210961456,"{0: 24, 1: 4, 2: 0, 3: 0, 4: 2}",0
227,False,"{'a': 1, 'e': 0.6153235284244302}",20,0,4.778286800848119,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 1, 'e': 0.6121655155710133}",25,0,-97.0488743621961,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
